Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbw,volatility_bbp,volatility_kcw,volatility_kcp,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_visual_ichimoku_a,trend_stc,momentum_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,Year,Month,day,Weekday_Name,Day_of_Week,weekend
2014-09-27,403.556,406.62298599999997,397.372009,399.519989,399.519989,15029300.0,-73850192.00694938,-0.2307366400613048,-294421492.20302385,46.056911575027826,-337.06381235350887,-619.8398048660716,-555053.155871371,933.8514120309096,23.87959644000001,17.48802682171751,0.2915779113896112,12.046644386289794,0.25133909513305913,20.172542175162512,0.17919198917271206,0.0,-13.330831046608465,-10.41184504343457,-2.918986003173897,0.0,0.0,0.0,0.026521930505581045,0.042543093925483284,-0.01602116341990224,-0.3293354472258613,12.244241477144575,-71.03455924286126,7067.176826800594,-936.7217824444873,-943.2575232012207,6.535740756733503,7316.732523493339,0.0,33.34341305871631,0.0,0.0,-86.88875892752544,43.79438588460561,17.919198917271203,24.67777132727028,-82.0808010827288,-2.24751969090903,0.0,3.475192074803667,7.9285071466654875,-4.453315071861822,2014,9,27,Saturday,5,1
2014-09-28,399.471008,401.016998,374.332001,377.181,377.181,23613300.0,-92421387.7798663,-0.26892011016150763,-327718028.88169193,42.90815418475007,-1618.618145964375,-710.6378358750082,-1502607.8352642066,933.8514120309096,24.160136496000014,19.643046250705112,0.0752884027030627,11.347971285897998,-0.14819594306910638,22.804202423887904,0.030359526612867643,0.0,-15.653644755277586,-11.460204985803173,-4.193439769474411,0.0,0.0,0.0,0.02692403912826489,0.04680830080681463,-0.019884261678549738,-0.3647398283374851,13.186666177539225,-131.1663873027216,45.82210041666673,-928.88520560545,-941.6752556151663,12.790050009716538,7316.732523493339,0.0,27.226905834575966,0.0,0.0,-85.86965996631794,40.01690877013914,3.0359526612867644,14.912876050710947,-96.96404733871323,-6.049201666666647,0.0,2.4661210353033534,6.8360299243930625,-4.369908889089709,2014,9,28,Sunday,6,1
2014-09-29,376.928009,385.210999,372.23999,375.46701,375.46701,32497700.0,-108749069.26334213,-0.2890926964414102,-288858415.1590215,39.2756207216191,-357.1871990819207,-681.183616142251,-1468003.9533317944,933.8514120309096,23.041223746400014,21.19829506209189,0.11599708686359494,9.918216475886926,-0.2272146706663856,23.470715323868475,0.033637910371754745,0.0,-17.431852478533756,-12.65453448434929,-4.777317994184466,0.0,0.0,0.0,0.028363004986286917,0.05065790795169228,-0.022294902965405358,-0.4047477749615709,14.08375918757056,-138.96972761792378,15.700772384615336,-920.1798834138408,-939.064027231138,18.88414381729706,7316.732523493339,0.0,26.820380304199446,0.0,0.0,-85.02306184144412,38.505741784694884,3.3637910371754747,8.106314205244475,-96.63620896282451,-13.276501499999938,-17.900921933392606,4.370002994006277,6.342824538315706,-1.9728215443094288,2014,9,29,Monday,0,0
2014-09-30,376.088013,390.97699,373.442993,386.944,386.944,34707300.0,-90007803.00077225,-0.2190605138732924,-190687879.4181613,44.38581849889331,176.03547364533998,-615.2436861585901,913229.9481638587,933.8514120309096,22.49050107176001,21.23375514276337,0.26592181939678056,9.186914876480571,0.08461542711617077,23.56045215138859,0.1532721118819781,11.94122286961141,-17.710838216372228,-13.665795230753874,-4.0450429856183465,0.0,0.0,0.0,0.030849626408103705,0.05214115028080295,-0.02129152387269924,-0.4405733403215609,14.989565599918294,-103.50654285953905,-12.3864375,-911.4934466569628,-935.420669415825,23.92722275886217,7316.732523493339,0.0,33.9337235994261,0.0,0.0,-83.39463967248545,31.849766530343114,15.327211188197804,7.24231829555334,-84.67278881180219,-18.023336157142747,-8.834229060247702,6.374212349914111,6.349102100635388,0.02511024927872274,2014,9,30,Tuesday,1,0
2014-10-01,387.427002,391.378998,380.77999900000003,383.61499,383.61499,26229400.0,-102205667.9595106,-0.23382117643394115,-175920744.4861384,47.723240220004556,156.36232938417675,-560.1289707626783,835245.9572959002,925.8171727374588,21.301350864584013,21.393708190238765,0.24651453318883465,8.792528206981537,0.015766899761976615,23.651715146520896,0.11857107500998,12.362515515822215,-17.993145923039148,-14.531265369210931,-3.461880553828218,0.0,0.0,0.0,0.7720285290714333,1.2412640745719494,-0.4692355455005162,-0.4728533536143175,15.847193836605225,-91.0052808696191,3.2927269999999567,-902.5933942762152,-930.7520150367017,28.158620760486198,7316.732523493339,0.0,32.93373200965217,0.0,0.0,-82.03702693965369,33.29052418392927,13.442449387996307,10.711150537789855,-86.55755061200371,-20.731466666666567,-2.8320956350139324,5.384928912403053,6.1562674629889225,-0.7713385505858676,2014,10,1,Wednesday,2,0
2014-10-02,383.988007,385.497009,372.946014,375.071991,375.071991,21777700.0,-116605643.83279385,-0.25410474543313244,-177367333.74844706,49.685391266925386,-395.2417406202926,-358.90576004469705,-710643.7068928112,905.1994821178121,20.42631527812561,22.06358078510631,0.17856550328182574,8.984875371311507,-0.1477897901769816,23.76354039243317,0.0295202991647775,12.767263299461955,-18.69076987643297,-15.36316627065534,-3.3276036057776253,0.0,12.37182833242135,37.96177328998564,0.8589259458867899,1.2506964202616784,-0.3917704743748884,-0.5044242201236571,16.6918112549511,-110.65088615745586,-4.8815463750000285,-878.8785318790209,-923.4937413145641,44.615209435543186,7316.732523493339,0.0,30.4535545326372,0.5595141145812458,0.0,-80.9505927217377,33.758114684711536,4.085578293134058,10.951746289776047,-95.91442170686597,-23.483704399999908,-8.273825069430965,3.236482856737924,5.572310541738721,-2.3358276850007984,2014,10,2,Thursday,3,0
2014-10-03,375.181,377.695007,357.85900899999996,359.511993,359.511993,30901200.0,-142356693.16421625,-0.2906488426027605,-220718087.52689755,50.93848222980576,-734.6418538341346,-176.47391815016698,-1766930.83848415,905.1994821178121,20.367283550313047,23.909076782185178,0.06630761448195217,7.819889064761737,-0.5688638326721425,27.50290332082994,0.01498421764974504,13.096962475514589,-20.26559452508701,-16.343651921541678,-3.921942603545337,0.0,11.565233323310368,40.44554541022345,0.8978796877568502,1.1919660350947707,-0.2940863473379205,-0.5403445797650994,17.59688601925608,-144.05601617772155,1.0488927647058972,-855.9730323864128,-913.7010720488953,57.72803966248204,7316.732523493339,0.0,26.534065342401927,0.5477471983408696,0.0,-80.16849438966302,31.42646304809896,1.9749385164506068,6.500988732526982,-98.02506148354941,-25.199150023529285,-9.856306368049095,4.2097948091659045,5.29980739522416,-1.0900125860582532,2014,10,3,Friday,4,0
2014-10-04,359.891998,364.487,325.885986,328.865997,328.865997,47236500.0,-182299846.4349568,-0.33946198941458083,-395988302.17362666,41.15066291169735,-1846.065618287148,-310.96423614677286,-5308543.627198273,905.1994821178121,22.190656595281745,28.78673251995555,-0.09683676713044352,9.228947058923973,-1.0459432933191852,35.83269429674953,0.02094351228784004,14.370836168897968,-23.71317939198019,-17.81755741562938,-5.895621976350808,0.0,10.175006450305117,45.54041007863954,0.7597529243705393,1.2207710620890395,-0.4610181377185002,-0.590647445625905,18.70525421933285,-195.79788855578326,38.70104299999997,-833.8523375571757,-901.4396466812732,67.58730912409749,7316.732523493339,0.0,20.84395699639465,0.3536890828017569,0.4869834652412908,-79.81053534350535,26.31835717960568,2.576281400680287,2.8789327367549755,-97.42371859931973,-28.639430444444322,-18.223460169817187,9.363411231445347,6.112528162468396,3.2508830689769512,2014,10,4,Saturday,5,1
2014-10-05,328.9159850000001,341.800995,289.29599,320.51001,320.51001,83308096.0,-166555268.32490113,-0.2684929348514935,-438864454.3160728,37.43647736503544,-1867.937738539244,-424.80833497418416,-6143328.67363486,905.1994821178121,25.22209143575357,33.227614220288466,-0.05549034237429678,11.527270540428749,-0.7373410084509135,45.50915516420663,0.17449891174724036,15.646480159326847,-26.81061744562038,-19.616169421627585,-7.194448023992798,0.0,8.651604186207111,49.15587581007879,0.6533005766903941,1.2356995178730965,-0.5823989411827022,-0.6516721303851307,20.026154080341094,-213.9726352310385,30.145567736842107,-812.7188694454477,-886.8107204072238,74.09185096177612,7316.732523493339,0.0,19.609189781264163,0.13922149261695507,0.34688592458652723,-79.59751290778149,36.09114617640209,20.500335946133863,8.350518621088245,-79.49966405386613,-37.48826506315771,-26.453272088682603,20.750538820219926,9.040130294018704,11.710408526201219,2014,10,5,Sunday,6,1
2014-10-06,320.389008,345.134003,302.559998,330.07901,330.07901,79011800.0,-143423674.84610587,-0.20508265892881947,-268160401.67092,42.70520530260613,447.14931324756554,-390.6079114053047,242207.5269056041,932.224703091052,26.957282792178212,35.55514404519117,0.06841949042979087,13.292645310516438,-0.23419706934308065,45.87669924949947,0.2279934660055299,16.62659234950591,-28.168512018180426,-21.326637940938152,-6.841874077242268,0.0,8.556461808132255,43.472307517528016,0.7155173326098516,1.1858507109554388,-0.4703333783455874,-0.7123907766320744,21.367491360801786,-163.1206329266164,21.663606199999947,-790.16919368791,-870.5270994342708,80.35790574636053,7316.732523493339,0.0,25.08240153507189,0.10368470855014,0.198865094656284,-78.52686903948802,41.39418292147544,26.784938655703286,16.620518667505806,-73.2150613442967,-46.314571399999856,-22.004933746208444,26.423698174235376,12.516843870062035,13.906854304173342,2014,10,6,Monday,0,0
2014-10-07,330.58401499999997,339.247009,320.4819950000001,336.1870120000001,336.1870120000001,49199900.0,-110269757.69485812,-0.1406831590271569,-186921331.7751025,41.84711069180669,229.50961260596242,-495.2955153804581,3269367.838905021,949.4752103284843,26.138055912960386,34.26984372403407,0.1376469473652417,14.079213771319015,0.051309704287370465,43.653162476973314,0.2798394846100443,17.465890182653048,-28.424132825534574,-22.746136917857427,-5.677995907677136,0.0,8.111292925753173,41.210564406184396,0.7524302674353617,1.3345289596733196,-0.582098692237958,-0.7667440434046306,22.549432501024253,-134.30048428347604,20.57193934999998,-754.622870954611,-851.1646178063995,96.5417468517885,7316.732523493339,0.0,28.43184731530221,0.1986080338217409,0.14717141166294534,-77.04413897551291,40.925142255274814,31.93862985378776,26.407968151874968,-68.06137014621224,-53.197108038095045,-18.316752779369523,24.744250956966553,14.962325287442939,9.78192566952361,2014,10,7,Tuesday,1,0
2014-10-08,336.115997,354.364014,327.18798799999996,352.940002,352.940002,54736300.0,-61269774.55263566,-0.04912066401755937,-29218757.73051681,43.59011498370052,541.7450220840162,-490.6442868837807,3638066.388486487,949.4752103284843,26.241852921664357,33.82606105252848,0.2874726656051311,14.262962954666571,0.4608447864751174,40.03939158216779,0.4179928208413317,17.764468212444417,-26.964062941546675,-23.58972212259529,-3.3743408189513886,0.0,11.677441696306904,38.11758057304825,0.704605573058032,1.2570456785008641,-0.5524401054428322,-0.8058142711320205,23.683883902709155,-90.02733953390154,19.24194035,-715.8241114740581,-828.4584209242015,112.6343094501435,7316.732523493339,0.0,36.780527325872896,0.5208450603821723,0.2743792675846844,-74.16825929844933,47.29130125224189,47.416268680834044,35.37994573010835,-52.58373131916596,-56.37613642727257,-12.730416647746795,24.04375120307308,16.77861047056897,7.265140732504108,2014,10,8,Wednesday,2,0
2014-10-09,352.74798599999997,382.72601299999997,347.68701200000015,365.02600099999995,365.02600099999995,83641104.0,-62131567.45276431,-0.02224130639787195,119367678.98854166,53.95481094886093,1023.4450239669368,-372.143616108642,5591826.026045112,949.4752103284843,27.121567729497905,33.940542844465746,0.3929433533854991,15.561277391891297,0.7062861491649627,40.196731224917336,0.4973696648827711,17.753990174318346,-24.54872550034196,-23.781522798144607,-0.7672027021973413,0.0,18.2146308339852,34.520151576177966,0.8177638489310137,1.120330525263498,-0.30256667633248435,-0.8260256393016011,24.83187287806507,-34.978968307898214,-1.608549200000084,-673.3407859028665,-801.9970141737462,128.65622827087975,7316.732523493339,100.0,42.03399746307997,0.7883696820246099,0.5026075920761743,-70.57753315051947,48.810973836298466,60.27444023932186,46.54311292464789,-39.72555976067814,-51.4063011478259,-8.63385786687135,27.54052210597905,18.930992797650987,8.60952930832806,2014,10,9,Thursday,3,0
2014-10-10,364.68701200000004,375.066986,352.963013,361.56201200000004,361.56201200000004,43665700.0,-71823165.99740131,-0.04054442429578696,80706938.49342197,52.205743288008826,-60.31546770382546,-331.6303429607466,2449812.7754604504,940.4649708514604,26.619808256548122,33.551770807778084,0.3823368008624894,15.9123478677701,0.6778059410157472,40.44950478354865,0.4746193308297685,17.666116313032372,-22.6529391575138,-23.55580607001845,0.9028669125046562,0.0,17.117138778783676,32.440197694899204,0.8641039523238956,1.115170529702668,-0.2510665773787724,-0.8327431588245537,25.903560130078525,-34.92682206958423,-0.955440200000055,-632.1274638102228,-771.9452441219693,139.81778031174645,7316.732523493339,100.0,40.982820401262096,0.9732784821255808,0.760831074844121,-67.62851584232283,50.25887754310751,61.59368641808579,56.42813177941389,-38.40631358191422,-40.778007941666495,-4.140979529721792,23.674816668440595,19.87975757180891,3.795059096631686,2014,10,10,Friday,4,0
2014-10-11,361.362,367.19101,355.950989,362.299011,362.299011,13345200.0,-70094439.85537718,-0.025052156533093367,70582432.85933307,52.492084008913146,-205.84638165033047,-322.257669339091,-387172.0803281162,942.38199122431,25.081829530893305,33.40196080595416,0.4017176247894955,16.055864235774752,0.7323482675426697,40.64668995831824,0.4794596965026181,17.423385101388046,-20.85069137145172,-23.01478313030511,2.1640917588533917,0.0,16.570381000315322,31.403988860352502,0.8810356322134446,1.1132516798334509,-0.23221604762000625,-0.8281736785130072,26.85798390846561,-33.752897502100105,12.347649949999948,-589.8461472032552,-739.8305347135512,149.98438751029585,7316.732523493339,100.0,41.319058816676154,0.9737475904174072,0.911798584855866,-65.05976494657888,55.55585624178029,65.344040755522,62.40405580430986,-34.655959244477984,-32.275255679999816,-3.5070987994391323,15.400375498022143,18.98388115705156,-3.583505659029411,2014,10,11,Saturday,5,1
2014-10-12,362.60598799999997,379.433014,356.14401200000015,378.549011,378.549011,17552800.0,-53874176.80637234,-0.005295263213638279,101246799.59371406,56.12391020636716,824.9378124090027,-147.7179580267069,814488.6911857098,942.38199122431,24.90254677780398,32.84035197049174,0.541855669942549,16.70165355267033,1.013964053768103,40.77515033318043,0.5861843218871969,16.79196698968736,-17.904762862469173,-21.992779076737925,4.088016214268752,0.0,18.96522064191873,29.314613764284864,0.9472481730949208,1.0626014557128975,-0.11535328261797664,-0.8068814086580932,26.81303078896171,-5.539578231534977,10.198789799999874,-559.8718484997963,-706.9304031705935,147.0585546707971,7316.732523493339,100.0,48.31157284803402,0.9737475904174072,0.9735912209867984,-61.21690320713198,60.653525355098964,87.43180941533383,71.45651219631385,-12.568190584666171,-24.045324803845915,-2.1695617453688407,8.984045254975113,16.983913976636266,-7.999868721661153,2014,10,12,Sunday,6,1
2014-10-13,377.92099,397.22601299999997,368.897003,390.414001,390.414001,35221400.0,-35591497.888175026,-0.025284575339923253,146483193.76404053,62.02459689316753,1228.4259799012766,-34.45987381362137,1891242.450014453,942.38199122431,25.24519310002357,29.606818475831428,0.6753347917411419,17.088447945979414,1.1632009873976643,39.557337430652964,0.6887396749169247,16.096004760039687,-14.446161405432008,-20.483455542476737,6.037294137044732,0.0,22.480072717953888,26.964498568022165,0.9907175879429396,0.9666381260772526,0.024079461865687102,-0.7677811765169931,26.53667978914753,40.894485468128046,3.924639999999897,-528.0189370733644,-672.9489142279477,144.92997715458333,460.298004,100.0,52.739805919034126,0.9893728015189244,0.9789559941179128,-56.765224351035464,62.95306981739061,93.68849203339836,82.15478073475138,-6.311507966601642,-15.556548518518241,1.7723527957027978,7.112014457732108,15.009534072855434,-7.8975196151233265,2014,10,13,Monday,0,0
2014-10-14,391.691986,411.697998,391.324005,400.869995,400.869995,38491500.0,-38013536.77812154,0.00031492345121604613,183052293.66217777,62.39192953137879,976.5528790058728,22.719940854988128,2134828.361559865,942.38199122431,24.84907349002122,27.81518431741794,0.7996306567290039,15.77206406915879,1.282579938180622,36.27375641154199,0.8312522785139195,15.561501484922012,-10.73770591167994,-18.534305616317386,7.796599704637443,42.77413829609379,25.252547497314602,25.32198418178757,1.0466374781576755,0.9405565155777276,0.10608096257994792,-0.7114951084618159,26.11718413004284,95.48279803920728,-10.518608400000119,-491.7186204147384,-637.2822198912022,145.56359947646388,440.63900750000005,100.0,56.293392370403176,1.0,0.9877067973121106,-51.95966773399312,60.17725587580078,91.15373744522232,90.75801296465151,-8.846262554777672,-8.925148807142705,6.878147294128394,6.213191677713577,13.250265593827065,-7.037073916113488,2014,10,14,Tuesday,1,0
2014-10-15,400.954987,402.22699,388.76599100000004,394.77301,394.77301,25267100.0,-40729569.09363551,0.02098870257898366,134894376.03993806,57.826006181611106,-320.4219184492417,-11.336076847398903,646575.0963347353,928.0489432625516,23.710266041019093,26.66488496139536,0.7598675089486527,13.29289426883725,1.1218363825162645,34.03174795196575,0.8395044784308511,15.234387896200776,-8.196222993080141,-16.466689091669934,8.270466098589793,39.83814009784133,24.24659743514537,25.07026976053029,1.019293550560835,0.9679403794466556,0.051353171114179474,-0.6472412032929553,25.676482884686607,83.3199995292798,-40.324554650000096,-454.942790598098,-600.0348417701123,145.09205117201418,426.35301200000004,100.0,53.75518986027294,0.9769364619192448,0.9887697544793898,-48.13277450476243,56.54024610673371,86.17262226613146,90.33828391491735,-13.82737773386854,-3.007538103448041,9.808022454483174,2.7081226153758964,11.141836998136833,-8.433714382760936,2014,10,15,Wednesday,2,0
2014-10-16,394.51800499999996,398.807007,373.070007,382.556,382.556,26990000.0,-47823936.26385737,0.02297509282267186,68518450.90566115,57.26364214773011,-911.4257922915933,-48.206366252491826,-1219554.4387697622,928.0489432625516,23.912939436917185,25.516318116596718,0.6539411689251182,12.172802908999396,0.7668317809990819,33.25264101559494,0.7619156868733722,14.822651117187938,-7.08620471790266,-14.59059221691648,7.504387499013821,37.75865839143768,22.408575114074626,27.792880086627,0.9979312237049848,0.9625730389870872,0.035358184717897645,-0.5848533185075858,25.42064802002848,55.964149289272605,-47.58709225000007,-421.0721252427717,-562.97364780213,141.90152255935828,426.35301200000004,100.0,48.988694241168155,0.9105618591049924,0.9624994403414124,-45.371241121349584,55.805859906103706,76.19156868733721,84.50597613289699,-23.808431312662787,1.831121183333608,16.3257994106335,0.1884059097220636,8.951150780453878,-8.762744870731813,2014,10,16,Thursday,3,0
